id,responsable,campaña,fecha,latitud,longitud,rio,altura (msnm),velocidad_media (m/s),caudal (m3/s),conductividad específica (t ref. 25°c) (us/cm),oxígeno disuelto (mg/l o2),ph (u ph),sólidos disueltos totales (mg/l),sólidos suspendidos totales (mg/l),sólidos totales (mg/l),temperatura (c),calcio disuelto (mg/l ca),calcio total (mg/l ca),dureza total (mg/l caco3),magnesio disuelto (mg/l mg),magnesio total (mg/l mg),potasio disuelto (mg/l k),potasio total (mg/l k),sodio disuelto (mg/l na),sodio total (mg/l na),demanda bioquímica de oxígeno (mg/l o2),demanda química de oxígeno (mg/l o2),arsenico disuelto (ug/l as),arsenico total (ug/l as),cadmio disuelto (ug/l cd),cadmio total (ug/l cd),cobre disuelto (ug/l cu),cobre total (ug/l cu),cromo disuelto (ug/l cr),cromo total (ug/l cr),hierro disuelto (ug/l fe),hierro total (ug/l fe),manganeso disuelto (ug/l mn),manganeso total (ug/l mn),mercurio disuelto (ug/l hg),mercurio total (ug/l hg),niquel disuelto (ug/l ni),niquel total (ug/l ni),plata disuelto (ug/l ag),plata total (ug/l ag),plomo disuelto (ug/l pb),plomo total (ug/l pb),zinc disuelto (ug/l zn),zinc total (ug/l zn),arsenico suspensión (mg/kg as),cadmio suspensión (mg/kg cd),cobre suspensión (mg/kg cu),cromo suspensión (mg/kg cr),hierro suspensión (mg/kg fe),manganeso suspensión (mg/kg mn),niquel suspensión (mg/kg ni),plomo suspensión (mg/kg pb),zinc en suspensión (mg/kg zn),turbiedad (unt),plata suspensión (mg/kg ag),mercurio suspensión (mg/kg hg),ph (mv) (mv),salinidad (sal),saturación de oxígeno (%),alcalinidad total (mg/l caco3),cloruros (mg/l cl -),sulfatos (mg/l so4=),fósforo disuelto (mg/l po4),fósforo total (mg/l po4),nitrato (mg/l no3),nitrito (mg/l no2),nitrógeno amoniacal (mg/l nh4),nitrógeno total kjeldahl (mg/l n),carbono organico disuelto (mg/l),coliformes fecales (en nmp) (nmp/100 ml),coliformes totales (en nmp) (nmp/100 ml),cianuros libre (mg/l cn-),fenoles (mg/l c6h6o),sulfuros (mg/l s=),aerobios mesófilos totales (en ufc) (ufc/100 ml),coliformes fecales (en ufc) (ufc/100 ml),coliformes totales (en ufc) (ufc/100 ml),cianuros libre (cn-),sulfuros (s=),cianuros (mg/l cn-),color (u ptco),boro disuelto (ug/l b),boro total (ug/l b),selenio disuelto (ug/l se),selenio total (ug/l se),hidrocarburos totales (mg/l),boro suspensión (mg/kg b),selenio suspensión (mg/kg se),cobre total (cu),cromo disuelto (cr),cromo total (cr),hierro disuelto (fe),hierro total (fe),manganeso disuelto (mn),manganeso total (mn),mercurio disuelto (hg),mercurio total (hg),niquel disuelto (ni),niquel total (ni),plata disuelto (ag),plata total (ag),plomo disuelto (pb),plomo total (pb),selenio disuelto (se),selenio total (se),zinc disuelto (zn),zinc total (zn),fenoles (c6h6o),aerobios mesófilos totales (en ufc) (ufc/ml),hidrocarburos totales (),cadmio total (cd),cobre disuelto (cu),fósforo total (po4),arsenico total (as),boro disuelto (b),boro total (b),cadmio disuelto (cd),demanda bioquímica de oxígeno (o2),demanda química de oxígeno (o2),arsenico disuelto (as),magnesio total (mg),potasio disuelto (k),sodio disuelto (na),sulfatos (so4=),nitrato (no3),nitrito (no2),nitrógeno amoniacal (nh4),fósforo disuelto (po4),alcalinidad fenolftaleina (mg/l caco3),turbiedad (ntu),bismuto disuelto (ug/l bi),bismuto total (ug/l bi),talio disuelto (ug/l tl),talio total (ug/l tl),bismuto suspensión (mg/kg bi),talio en suspensión (mg/kg tl),presión parcial (mm hg),resistividad (ohm.cm),bismuto total (bi),talio disuelto (tl),talio total (tl),bismuto disuelto (bi),aerobios mesófilos totales (en nmp) (nmp/100 ml),cianuros (cn-),coliformes totales (en ufc) (),coliformes totales (en nmp) (),alcalinidad total (caco3),dureza total (caco3),magnesio disuelto (mg),potasio total (k),sodio total (na),nitrógeno total kjeldahl (n),aerobios mesófilos totales (en ufc) (),coliformes fecales (en nmp) (),coliformes fecales (en ufc) (),ph en laboratorio (u ph),sólidos sedimentables (ml/l),calcio disuelto (ca),calcio total (ca),cloruros (cl -),carbono orgánico total (mg/l)
579, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-12 09:10:00,-25.7879,-58.0213,Montelindo,64.0,,,793.0,5.51,7.51,544.0,23.9,567.9,19.9,30.66,32.7,137.7,13.63,13.63,4.54,5.97,117.61,119.69,4.8,133.89,4.0,5.0,0.1,1.0,4.0,25.0,0.4,18.0,345.0,7471.0,129.0,317.0,0.04,0.1,3.0,25.0,0.1,1.0,0.4,4.0,3.0,25.0,41.84,,,736.4,298159.0,7866.11,,,,122.0,,,-40.0,0.1,61.3,76.76,108.47,152.22,1.21,1.73,0.71,0.087,0.144,0.187,,,,,1.0,0.001,,8800.0,22000.0,,,,330.0,242.0,241.0,2.0,25.0,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-12 11:25:00,-25.2654,-57.7288,Porteño,40.0,,,258.0,2.81,6.71,222.0,10.5,232.5,21.9,10.53,10.53,44.91,4.46,4.46,8.06,8.69,31.61,32.7,2.1,117.16,4.0,4.0,0.1,1.0,3.0,25.0,0.4,9.0,668.0,1482.0,133.0,256.0,0.04,0.1,3.0,25.0,0.1,1.0,0.3,3.0,4.0,25.0,0.0,,,819.05,77523.81,11714.29,,,,7.75,,,7.0,0.0,32.5,42.42,33.74,26.72,1.11,1.18,0.474,0.096,0.833,1.37,,,,,1.0,0.001,,4080.0,12200.0,,,,380.0,69.0,62.0,2.0,25.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-06 17:15:00,-25.1074,-57.5471,Confuso,43.0,,,399.0,4.77,6.82,246.5,11.5,258.0,22.9,14.31,14.31,51.0,3.72,3.72,5.6,5.8,55.87,63.34,4.8,117.16,2.0,3.0,0.1,1.0,2.0,25.0,0.6,12.0,618.0,2605.0,50.0,87.0,0.04,0.1,2.0,25.0,0.1,1.0,0.6,3.0,4.0,25.0,86.96,,,991.3,172782.61,3217.39,,,,20.4,,,3.0,0.0,55.4,29.12,87.47,22.47,0.595,0.733,1.2,0.04,0.157,0.886,,,,,1.0,0.001,,80.0,200.0,,,,50.0,49.0,47.0,2.0,25.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-13 16:30:00,-24.1899,-58.3,Negro,92.0,,,326.0,4.88,7.28,284.2,63.8,348.0,25.0,12.26,12.26,61.2,7.44,7.44,8.47,11.73,41.66,42.28,1.8,75.31,4.0,7.0,0.1,1.0,4.0,25.0,0.3,21.0,203.0,10789.0,72.0,190.0,0.04,0.1,2.0,25.0,0.1,1.0,0.3,7.0,6.0,25.0,47.02,,,324.45,165924.76,1849.53,,,,151.3,,,-27.0,0.0,59.8,50.5,59.48,30.04,1.88,2.31,1.08,0.047,0.17,0.799,,,,,1.0,0.001,,260.0,1300.0,,,,180.0,162.0,107.0,2.0,25.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-13 14:45:00,-23.8933,-58.4464,Montelindo,94.0,,,685.0,4.52,7.75,422.9,2.1,425.0,24.6,73.59,74.0,253.63,11.57,12.39,7.58,8.34,53.79,55.38,1.8,54.39,4.0,10.0,0.1,6.0,3.0,25.0,0.4,14.0,368.0,454.0,10.0,25.0,0.04,0.1,3.0,25.0,0.1,8.0,0.2,8.0,5.0,25.0,2857.14,2857.14,,6476.19,40952.38,,,200.0,,2.3,3809.52,,-55.0,0.1,55.3,177.76,57.48,104.82,1.23,1.53,0.04,0.008,0.017,0.65,,,,,1.0,0.001,,30.0,700.0,,,,92.0,647.0,526.0,2.0,25.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-13 11:30:00,-23.2152,-59.2025,Verde,88.0,,,46100.0,5.52,8.99,39268.3,84.7,39353.0,26.9,613.22,817.63,6120.0,991.44,991.44,22.27,24.95,10564.1,10892.7,10.5,970.71,64.0,51.0,0.2,1.0,88.0,133.0,2.0,16.0,1872.0,3146.0,141.0,414.0,0.063,0.1,17.0,25.0,0.2,1.0,0.3,3.0,20.0,62.0,,,531.29,165.29,15041.32,3223.14,,,495.87,42.0,,,-129.0,30.0,,292.9,14620.5,10166.8,2.17,2.63,0.062,0.025,0.316,1.22,,,,,1.0,0.001,,20.0,100.0,,,,150.0,5877.0,19214.0,2.0,25.0,0.05,157461.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-05 11:00:00,-23.5691,-60.5222,Pilcomayo,164.0,,,912.0,5.31,7.61,588.0,19.3,607.2,21.5,89.94,89.94,321.3,23.55,23.55,6.65,6.72,76.27,76.57,9.0,46.03,3.0,3.0,0.1,13.0,2.0,25.0,0.2,10.0,372.0,985.0,35.0,59.0,0.04,0.1,3.0,25.0,0.1,15.0,0.2,4.0,3.0,30.0,0.0,673.58,,507.77,31761.66,1243.52,,,1398.96,18.0,777.2,,-43.0,0.2,62.4,150.49,80.48,216.18,0.377,0.491,0.071,0.007,0.059,0.695,,,,,1.0,0.001,,10.0,300.0,,,,100.0,813.0,700.0,2.0,25.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-05 12:45:00,-23.5389,-60.2536,Las Garzas,162.0,,,737.0,4.81,7.56,447.0,0.5,447.5,22.5,83.81,83.81,280.5,17.35,17.35,6.99,7.0,60.41,60.53,2.4,58.58,4.0,3.0,1.0,11.0,2.0,25.0,1.0,10.0,417.0,409.0,18.0,25.0,0.04,0.1,4.0,25.0,1.0,13.0,1.0,3.0,3.0,25.0,,20000.0,,18000.0,,,,,,1.0,24000.0,,-41.0,0.1,58.1,245.44,59.48,85.63,2.097,2.26,0.044,0.006,0.017,1.222,,,,,1.0,0.001,,170.0,1700.0,,,,115.0,564.0,591.0,2.0,25.0,0.47,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-26 17:25:00,-22.378,-62.5186,Pilcomayo,247.0,1.037,60.0,1057.0,7.53,8.15,918.0,942.0,1902.0,18.8,84.0,,334.0,30.0,,6.0,,112.0,,2.0,24.0,3.0,15.0,0.1,1.0,3.0,25.0,0.2,26.0,322.0,28172.0,23.0,711.0,0.04,0.398,3.0,29.0,0.1,1.0,0.2,21.0,11.0,90.0,12.74,,,27.39,29564.76,730.36,27.6,15.92,83.86,666.0,,0.42,-74.0,0.3,84.2,140.0,113.0,364.0,,,2.0,0.06,0.05,,,,,,,,,,,,,,11.0,920.0,839.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-26 06:40:00,-21.2588,-63.5116,Pilcomayo,364.0,0.323,61.0,1059.0,7.27,8.42,702.0,90.0,798.0,15.6,75.9,76.2,346.0,37.5,37.9,6.12,6.33,90.3,93.2,17.8,25.0,3.0,5.0,0.1,1.0,2.0,25.0,0.2,10.0,311.0,2978.0,7.0,110.0,0.04,0.1,2.0,25.0,0.1,1.0,0.2,3.0,2.0,25.0,22.22,,,111.11,29633.33,1144.44,,,,74.1,,,-88.0,0.3,75.3,148.0,129.0,295.0,,,,,,,,,,,,1.0,,,,,,0.02,,738.0,876.0,2.0,25.0,,1533.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-23 08:30:00,-21.2391,-65.2088,San Juan del Oro,,0.623,8.0,1188.0,7.16,8.54,838.0,62.0,900.0,7.0,110.44,110.44,477.9,48.23,49.09,7.0,7.1,73.3,75.0,5.0,7.0,3.0,6.0,0.1,1.0,2.0,25.0,0.2,13.0,492.0,5318.0,14.0,127.0,0.04,0.1,4.0,25.0,0.1,1.0,0.2,4.0,3.0,25.0,48.39,,,209.68,77838.71,1822.58,,,,115.0,,,-93.0,0.4,77.1,170.0,68.1,382.2,,,,,,,,,,,,0.001,,,,,,,,2184.0,2831.0,2.0,25.0,,10435.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-23 10:25:00,-20.7422,-65.2412,Tumusla,2258.0,0.603,10.0,1122.0,7.04,8.45,842.0,203.0,1045.0,10.2,74.78,75.93,512.5,77.15,78.42,7.9,8.4,56.7,57.8,5.0,2.0,4.0,13.0,2.0,1.0,3.0,25.0,2.0,18.0,332.0,12099.0,21.0,343.0,0.04,0.1,11.0,25.0,1.0,1.0,2.0,8.0,7.0,136.0,44.33,,,78.82,57965.52,1586.21,,0.49,635.47,251.0,,,-88.0,0.3,85.4,105.0,42.1,463.1,,,,,,,,,,,,0.001,,,,,,,,1392.0,1391.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591, Unidad de Monitoreo y Centro de Datos,Junio 2013,2013-06-23 15:25:00,-19.4719,-65.7935,Tarapaya,3636.0,0.532,2.0,731.0,5.03,7.44,406.0,83.0,489.0,12.5,62.65,63.23,199.4,9.9,10.08,11.8,11.9,45.2,45.8,24.0,30.0,21.0,164.0,6.0,19.0,10.0,86.0,0.2,8.0,755.0,14174.0,650.0,1163.0,0.04,0.773,9.0,25.0,0.1,4.0,0.2,55.0,1631.0,5494.0,1722.89,156.63,915.66,93.98,161674.7,6180.72,,520.48,46542.17,99.8,48.19,9.28,-32.0,0.1,72.7,75.0,53.3,225.5,,,,,,,,,,,,0.001,,,,,,,,411.0,356.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-27 15:15:00,-19.602,-65.7346,De la Ribera,4049.0,,,222.0,,7.628,84.0,1.0,84.0,18.4,31.56,33.45,90.48,2.84,2.91,5.1,7.8,10.4,10.4,38.0,7.0,12.0,18.0,0.5,1.0,2.0,25.0,0.2,9.0,165.0,921.0,23.0,63.0,0.063,1.498,2.0,25.0,0.1,1.0,0.3,13.0,58.0,118.0,6000.0,,,9000.0,756000.0,40000.0,,7900.0,60000.0,0.46,,1440.0,-50.2,0.0,98.8,65.0,7.5,36.7,0.2,0.3,0.01,0.02,0.15,5.6,17.0,,,0.002,,0.001,46.0,26.0,10.0,,,,15.0,195.0,182.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-23 08:35:00,-20.4869,-65.6178,Tumusla,2529.0,0.426,3.0,853.0,7.66,8.224,590.0,88.0,676.0,15.8,63.54,65.03,332.71,42.27,44.9,6.77,6.82,51.25,51.25,5.0,2.0,3.0,5.0,0.1,1.0,2.0,25.0,0.2,11.0,252.0,5078.0,43.0,322.0,0.04,0.573,3.0,25.0,0.1,1.0,0.2,3.0,3.0,25.0,22.73,,,125.0,54840.91,3170.45,,,,94.7,,6.48,-84.5,0.4,106.3,130.0,37.7,252.8,1.6,0.58,0.01,0.02,0.06,0.1,5.0,,,0.002,,0.001,0.0,0.0,4.0,,,,2.0,1070.0,1107.0,2.0,25.0,,420.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-23 06:30:00,-20.8218,-65.6638,Cotagaita,2577.0,0.795,1.0,1735.0,7.85,7.838,1496.0,85.0,1580.0,12.5,130.54,132.438,854.35,128.31,134.89,6.67,6.77,57.56,60.73,5.0,2.0,2.0,12.0,0.8,1.0,2.0,25.0,0.2,10.0,515.0,4986.0,420.0,952.0,0.04,0.1,54.0,63.0,0.1,1.0,0.2,3.0,78.0,171.0,117.65,,,115.29,52600.0,6258.82,105.88,,1094.12,84.6,,,-61.9,0.8,102.0,60.0,108.8,837.9,0.92,0.34,3.25,0.02,0.06,0.1,5.0,,,0.002,,0.001,0.0,5.0,8.0,,,,17.0,1135.0,2275.0,2.0,25.0,,13411.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-28 07:40:00,-20.7422,-65.2412,Tumusla,2244.0,0.48,5.0,1338.0,7.28,8.198,1162.0,2800.0,3961.0,17.1,120.33,121.03,677.56,91.57,92.22,10.4,10.9,67.6,74.0,44.0,14.0,3.0,63.0,0.1,6.0,5.0,88.0,0.2,106.0,429.0,71982.0,5.0,2795.0,0.04,0.498,6.0,109.0,0.1,9.0,0.7,117.0,8.0,975.0,21.43,2.11,29.64,37.79,25554.64,996.43,36.79,38.07,345.36,1100.0,3.18,0.18,-83.3,0.6,100.1,130.0,74.6,616.3,0.46,1.6,2.3,0.12,0.06,4.2,18.0,,,0.002,0.001,0.001,15.0,0.0,2.0,,,,30.0,1205.0,1566.0,2.0,25.0,0.3,128.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-23 13:20:00,-19.5783,-65.8032,Aljamayu,3461.0,0.624,0.0,1376.0,4.99,7.869,916.0,928.0,1845.0,19.4,168.16,186.64,475.9,13.6,14.83,34.73,37.84,92.75,92.75,34.0,99.0,13.0,1190.0,10.0,100.0,32.0,1047.0,0.6,33.0,868.0,71953.0,966.0,2374.0,0.04,0.1,19.0,32.0,0.1,70.0,0.7,1112.0,1031.0,25187.0,1268.32,96.98,1093.75,34.91,76600.22,1517.24,14.01,1160.85,26030.17,575.0,75.43,,-65.2,0.6,83.1,205.0,99.7,475.3,6.32,4.54,0.01,0.02,45.02,4.2,25.0,,,0.002,,0.001,85.0,800.0,900.0,,,,20.0,306.0,312.0,2.0,25.0,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-23 14:30:00,-19.4719,-65.7936,Tarapaya,3237.0,0.34,0.0,1111.0,5.61,7.546,706.0,60.0,795.0,19.4,138.134,140.028,400.92,13.6,13.6,11.1,11.25,63.9,65.17,5.0,5.0,25.0,143.0,3.0,33.0,5.0,75.0,2.0,38.0,968.0,11623.0,699.0,1280.0,0.04,5.748,11.0,56.0,2.0,25.0,2.0,56.0,833.0,3236.0,1966.67,500.0,1166.67,600.0,177583.33,9683.33,750.0,748.33,40050.0,79.4,383.33,95.83,-45.6,0.5,92.2,70.0,75.3,404.8,1.1,0.67,27.35,15.97,7.23,1.4,5.0,,,0.002,,0.001,18.0,0.0,0.0,,,,18.0,393.0,393.0,2.0,25.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-27 11:35:00,-19.3551,-65.1781,Pilcomayo,2168.0,0.837,7.0,1565.0,5.49,7.752,702.0,9989.0,10691.0,21.1,89.81,93.42,314.98,22.03,22.42,12.0,12.6,103.1,113.7,70.0,34.0,10.0,497.0,0.1,88.0,2.0,577.0,0.4,266.0,448.0,151067.0,46.0,7149.0,0.04,0.798,4.0,206.0,0.1,19.0,0.2,645.0,19.0,12374.0,48.75,8.8,57.56,26.59,15078.49,711.08,20.22,63.37,1236.86,1100.0,1.89,0.08,-58.8,0.5,80.9,155.0,165.3,187.3,0.49,0.58,5.85,1.78,2.79,8.4,26.0,,,0.002,0.001,0.01,0.0,1.0,2.0,,,,45.0,558.0,844.0,2.0,25.0,5.4,28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599, Unidad de Monitoreo y Centro de Datos,Octubre 2018,2013-10-22 13:30:00,-21.5045,-65.7069,Tupiza,,0.84,1.0,1505.0,6.82,8.34,1150.0,22.0,1171.0,23.0,122.9,126.72,703.11,96.22,99.1,8.66,8.66,86.93,88.22,5.0,5.0,1.0,3.0,0.1,1.0,2.0,25.0,0.4,8.0,485.0,1748.0,37.0,71.0,0.04,0.1,4.0,25.0,0.1,1.0,0.2,3.0,5.0,25.0,,,,345.45,57409.09,1545.45,,,,,,,-93.5,0.7,114.8,155.0,87.7,586.1,2.12,1.32,6.45,0.02,0.23,0.1,5.0,,,0.002,,0.001,2.0,3.0,8.0,,,,4.0,2025.0,2096.0,2.0,25.0,,3227.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-21 13:45:00,-22.5259,-66.3478,Orosmayo,3855.0,0.292,0.0,951.0,5.85,8.142,610.0,10.0,618.0,21.8,39.04,42.37,131.35,8.23,8.23,13.8,14.1,115.6,117.5,5.0,5.0,12.0,14.0,2.0,2.0,5.0,25.0,0.2,9.0,163.0,788.0,9.0,49.0,0.04,0.1,3.0,25.0,0.1,1.0,0.2,3.0,60.0,40.0,200.0,0.0,,880.0,62500.0,4000.0,,,,8.84,,,-81.6,0.4,107.9,95.0,194.8,87.0,4.32,1.81,0.01,0.02,0.06,1.4,5.0,,,0.002,,0.001,0.0,0.0,0.0,,,,12.0,4319.0,11798.0,2.0,25.0,,747900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-22 11:45:00,-21.5602,-65.6477,San Juan del Oro,2780.0,0.513,2.0,1225.0,7.76,8.345,890.0,29.0,918.0,21.1,111.371,111.371,513.52,57.17,58.4,5.78,5.78,74.09,75.37,5.0,2.0,3.0,3.0,0.1,1.0,2.0,25.0,0.3,8.0,425.0,1254.0,9.0,31.0,0.04,0.1,4.0,25.0,0.1,1.0,0.2,3.0,3.0,25.0,0.0,,,265.52,28586.21,758.62,,,,16.0,,,-93.1,0.6,124.1,170.0,63.9,334.3,1.23,0.43,2.3,0.02,0.24,0.1,5.0,,,0.002,,0.001,10.0,0.0,0.0,,,,6.0,2677.0,2729.0,2.0,25.0,,1793.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-22 06:35:00,-22.0977,-65.5871,La Quiaca,3297.0,0.377,0.0,965.0,2.5,7.963,474.0,8.0,481.0,12.0,69.49,70.23,258.21,20.57,21.88,13.59,13.74,67.71,66.92,5.0,7.0,10.0,11.0,0.1,1.0,2.0,25.0,0.4,9.0,280.0,762.0,53.0,81.0,0.04,0.1,3.0,25.0,0.1,1.0,0.3,3.0,3.0,25.0,125.0,,,1075.0,60250.0,3500.0,,,,19.9,,,-66.7,0.4,35.5,180.0,88.8,111.8,12.88,4.94,17.59,12.2,15.71,0.1,5.0,,,0.002,,0.001,0.0,130.0,180.0,,,,18.0,1499.0,1261.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-28 09:40:00,-21.2394,-65.2087,San Juan del Oro,2260.0,0.422,4.0,1476.0,6.99,8.206,1220.0,2311.0,3530.0,19.3,147.02,147.02,653.75,69.61,69.61,11.1,11.2,90.8,93.1,80.0,9.0,3.0,38.0,0.1,2.0,2.0,65.0,0.2,87.0,634.0,73197.0,6.0,2168.0,0.04,0.1,6.0,87.0,0.1,1.0,0.2,217.0,3.0,496.0,15.14,0.87,28.13,37.56,31398.96,935.53,35.05,89.1,213.33,1100.0,,,-84.9,0.7,100.9,165.0,95.6,539.8,0.43,0.58,1.47,0.02,0.06,7.0,29.0,,,0.002,0.001,0.001,3.0,0.0,1.0,,,,23.0,2260.0,2696.0,2.0,25.0,0.1,188.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604, Unidad de Monitoreo y Centro de Datos,Octubre 2013,2013-10-31 17:30:00,-21.1496,-64.2367,Pilaya,938.0,0.294,10.0,1384.0,6.97,8.437,1065.0,895.0,2032.0,27.8,112.0,138.0,695.0,99.5,103.0,7.69,14.2,97.9,170.0,37.0,59.9,6.0,46.0,0.1,2.0,2.0,45.0,0.3,50.0,532.0,39029.0,3.0,1456.0,0.04,0.1,,,,,,,,,44.69,2.12,48.04,55.53,43013.41,1623.46,52.51,52.86,241.34,983.0,2.12,,-100.7,0.7,99.9,162.0,64.3,630.0,0.3,13.0,1.81,0.39,,0.56,,80.0,300.0,,,,,,,0.02,1.0,,2.8,1778.0,1969.0,,,,213.41,,,,,,,,,,,5.0,52.0,0.1,2.0,0.2,55.0,2.0,25.0,2.0,218.0,0.001,70.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
